labels,sentences
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n150/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n151/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n152/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n153/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n154/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n155/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n156/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n157/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n158/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n159/image_5.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n16/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n160/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n161/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n162/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n163/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n164/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n165/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n166/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n167/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n168/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n169/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n17/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n170/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n171/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n172/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n173/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n174/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n175/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n176/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n177/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n178/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n179/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n18/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n180/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n181/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n182/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n183/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n184/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n185/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n186/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n187/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n188/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n189/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n19/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n190/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n191/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n192/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n193/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n194/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n195/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n196/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n197/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n198/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n199/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n2/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n20/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n200/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n201/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n202/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n203/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n204/image_5.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n205/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n206/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n207/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n208/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n209/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n21/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n210/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n211/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n212/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n213/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n214/image_7.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n215/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n216/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n217/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n218/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n219/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n22/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n220/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n221/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n222/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n223/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n224/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n225/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n226/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n227/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n228/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n229/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n23/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n230/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n231/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n232/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n233/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n234/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n235/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n236/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n237/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n238/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n239/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n24/image_7.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n240/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n241/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n242/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n243/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n244/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n245/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n246/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n247/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n248/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n249/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n25/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n250/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n251/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n252/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n253/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n254/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n255/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n256/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n257/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n258/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n259/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n26/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n260/image_12.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n261/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n262/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n263/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n264/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n265/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n266/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n267/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n268/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n269/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n27/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n270/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n271/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n272/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n273/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n274/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n275/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n276/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n277/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n278/th (2).jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n279/th (2).jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n28/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n280/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n281/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n282/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n283/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n284/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n285/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n286/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n287/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n288/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n289/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n29/th.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n290/th (2).jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n291/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n292/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n293/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n294/th (2).jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n295/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n296/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n297/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n298/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n299/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n3/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n30/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n300/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n301/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n302/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n303/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n304/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n305/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n306/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n307/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n308/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n309/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n31/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n310/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n311/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n312/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n313/th (2).jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n314/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n315/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n316/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n317/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n318/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n319/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n32/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n320/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n321/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n322/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n323/th (2).jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n324/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n325/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n326/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n327/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n328/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n329/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n33/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n330/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n331/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n332/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n333/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n334/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n335/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n336/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n337/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n338/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n339/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n34/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n340/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n341/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n342/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n343/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n344/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n345/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n346/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n347/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n348/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n349/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n35/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n350/image_10.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n351/image_8.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n352/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n353/image_10.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n354/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n355/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n356/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n357/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n358/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n359/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n36/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n360/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n361/image_7.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n362/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n363/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n364/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n365/image_5.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n366/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n367/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n368/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n369/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n37/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n370/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n371/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n372/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n373/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n374/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n375/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n376/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n377/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n378/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n379/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n38/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n380/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n381/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n382/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n383/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n384/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n385/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n386/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n387/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n388/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n389/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n39/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n390/image_5.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n391/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n392/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n393/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n394/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n395/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n396/image_5.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n397/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n398/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n399/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n4/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n40/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n400/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n401/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n402/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n403/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n404/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n405/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n406/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n407/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n408/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n409/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n41/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n410/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n411/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n412/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n413/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n414/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n415/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n416/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n417/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n418/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n419/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n42/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n420/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n421/image_8.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n422/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n423/image_9.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n424/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n425/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n426/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n427/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n428/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n429/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n43/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n430/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n431/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n432/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n433/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n434/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n435/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n436/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n437/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n438/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n439/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n44/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n440/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n441/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n442/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n443/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n444/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n445/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n446/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n447/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n448/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n449/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n45/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n450/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n451/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n452/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n453/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n454/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n455/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n456/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n457/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n458/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n459/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n46/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n460/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n461/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n462/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n463/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n464/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n465/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n466/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n467/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n468/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n469/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n47/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n470/image_4.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n471/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n472/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n473/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n474/image_4.jpg
